cnes;Regi?o de Sa?de;Regi?o Administrativa
2796929;Central;Plano Piloto
3401685;Central;Plano Piloto
5499577;Central;Plano Piloto
3514773;Central;Plano Piloto
2616971;Central;Plano Piloto
6609627;Central;Plano Piloto
2960214;Central;Plano Piloto
851086;Central;Plano Piloto
9122923;Central;Plano Piloto
9129545;Central;Plano Piloto
6650597;Central;Plano Piloto
3177289;Central;Plano Piloto
9274812;Central;Plano Piloto
3106276;Central;Plano Piloto
7359365;Central;Plano Piloto
970174;Central;Plano Piloto
4596447;Central;Plano Piloto
6418317;Central;Plano Piloto
3522644;Central;Plano Piloto
4610393;Central;Plano Piloto
9387544;Central;Plano Piloto
3792099;Central;Plano Piloto
4489292;Central;Plano Piloto
9895663;Central;Lago Sul
3719952;Central;Plano Piloto
3262499;Central;Plano Piloto
9092838;Central;Plano Piloto
4876229;Central;Plano Piloto
4416945;Central;Plano Piloto
4205308;Central;Plano Piloto
9606327;Central;Plano Piloto
4556062;Central;Plano Piloto
4505328;Central;Plano Piloto
4739140;Central;Plano Piloto
9870350;Central;Plano Piloto
633100;Central;Plano Piloto
4807294;Central;Sudoeste/Octogonal
7488998;Central;Plano Piloto
4966414;Central;Plano Piloto
9940790;Central;Lago Norte
4589734;Central;Plano Piloto
9570705;Central;Plano Piloto
673382;Central;Plano Piloto
3981886;Central;Plano Piloto
4960793;Central;Plano Piloto
3975657;Central;Plano Piloto
6183794;Central;Plano Piloto
219509;Central;Plano Piloto
9790357;Central;Plano Piloto
4208730;Central;Sudoeste/Octogonal
3500845;Central;Plano Piloto
4313380;Central;Plano Piloto
4437322;Central;Plano Piloto
975532;Central;Plano Piloto
4342240;Central;Plano Piloto
9844872;Central;Plano Piloto
4012704;Central;Plano Piloto
7287933;Central;Plano Piloto
9932445;Central;Plano Piloto
4134354;Central;Plano Piloto
9242325;Central;Plano Piloto
7792743;Central;Lago Sul
5456584;Central;Plano Piloto
752266;Central;Plano Piloto
4610636;Central;Plano Piloto
4788915;Central;Plano Piloto
3305783;Central;Plano Piloto
2858673;Central;Plano Piloto
9779337;Central;Plano Piloto
7188994;Central;Plano Piloto
967300;Central;Plano Piloto
819395;Central;Plano Piloto
4475933;Central;Plano Piloto
9552898;Central;Lago Sul
7749651;Central;Sudoeste/Octogonal
6148794;Central;Plano Piloto
6890202;Central;Lago Norte
4807790;Sudoeste;Vicente Pires
7991169;Sudoeste;Samambaia
792861;Sudoeste;Taguatinga
7308310;Sudoeste;Taguatinga
7991193;Sudoeste;Recanto das Emas
3599590;Sudoeste;Taguatinga
2779293;Sudoeste;Taguatinga
5486726;Sudoeste;Águas Claras
9032290;Sudoeste;Taguatinga
4515021;Sudoeste;Taguatinga
4066332;Sudoeste;Taguatinga
3282163;Sudoeste;Taguatinga
773247;Sudoeste;Águas Claras
9134816;Sudoeste;Águas Claras
9469745;Sudoeste;Taguatinga
4909542;Sudoeste;Taguatinga
718416;Sudoeste;Águas Claras
80454;Sudoeste;Águas Claras
2884801;Sudoeste;Samambaia
9928200;Sudoeste;Samambaia
770493;Sudoeste;Águas Claras
4894871;Sudoeste;Vicente Pires
4303458;Sudoeste;Águas Claras
5542014;Sudoeste;Águas Claras
772860;Sudoeste;Águas Claras
4723244;Sudoeste;Águas Claras
7083084;Sudoeste;Taguatinga
7045077;Sudoeste;Samambaia
3934772;Sudoeste;Taguatinga
4419243;Sudoeste;Águas Claras
41769;Sudoeste;Taguatinga
2882345;Sudoeste;Águas Claras
3429180;Sudoeste;Samambaia
2906627;Sudoeste;Águas Claras
4558146;Sudoeste;Águas Claras
9457313;Sudoeste;Águas Claras
3316971;Sudoeste;Recanto das Emas
4418964;Sudoeste;Águas Claras
9641017;Sudoeste;Taguatinga
4318323;Sudoeste;Samambaia
9356444;Sudoeste;Taguatinga
632147;Sudoeste;Taguatinga
4248821;Sudoeste;Samambaia
7991576;Sudoeste;Samambaia
4491262;Sudoeste;Águas Claras
5923875;Sudoeste;Samambaia
9829458;Sudoeste;Águas Claras
4902467;Sudoeste;Águas Claras
4667204;Sudoeste;Samambaia
4119576;Sudoeste;Águas Claras
3379698;Sudoeste;Águas Claras
4252764;Sudoeste;Águas Claras
10669;Sul;Santa Maria
9595058;Sul;Santa Maria
9423451;Sul;Gama
7253451;Sul;Santa Maria
7055919;Sul;Santa Maria
4272374;Sul;Santa Maria
7843135;Sul;Gama
5546206;Sul;Gama
943452;Sul;Gama
7775555;Sul;Gama
4085639;Sul;Gama
2993678;Sul;Santa Maria
9771727;Sul;Santa Maria
9226184;Sul;Gama
6308333;Sul;Gama
3071731;Sul;Gama
7740700;Sul;Santa Maria
9990887;Sul;Santa Maria
4737229;Sul;Santa Maria
4423461;Sul;Santa Maria
3034046;Sul;Gama
4802942;Sul;Santa Maria
7991401;Sul;Gama
4618173;Sul;Gama
4033965;Sul;Gama
9871330;Sul;Gama
4477812;Sul;Santa Maria
2903830;Sul;Santa Maria
4185668;Sul;Gama
4724747;Sul;Gama
4676599;Sul;Gama
7786948;Sul;Gama
9940456;Sul;Gama
4034686;Sul;Gama
726362;Sul;Gama
472980;Sul;Gama
4444817;Sul;Gama
4246314;Sul;Gama
4519744;Sul;Santa Maria
6749208;Sul;Gama
4213491;Sul;Santa Maria
686794;Sul;Gama
2961571;Sul;Gama
4055802;Sul;Gama
9748202;Central;Plano Piloto
4519019;Central;Plano Piloto
9722580;Central;Plano Piloto
3404374;Central;Plano Piloto
3427749;Central;Plano Piloto
773190;Central;Plano Piloto
4226488;Central;Plano Piloto
6180744;Central;Plano Piloto
4142799;Central;Plano Piloto
44849;Central;Plano Piloto
9682139;Central;Plano Piloto
874485;Central;Plano Piloto
7991290;Central;Plano Piloto
3427900;Central;Plano Piloto
2972581;Central;Plano Piloto
2973383;Central;Plano Piloto
7761252;Central;Plano Piloto
9780858;Central;Plano Piloto
7780664;Central;Plano Piloto
4503767;Central;Plano Piloto
5962285;Central;Plano Piloto
6750117;Central;Plano Piloto
4713613;Central;Cruzeiro
7612532;Central;Plano Piloto
5350107;Central;Plano Piloto
3354105;Central;Plano Piloto
9914234;Central;Plano Piloto
3023397;Central;Plano Piloto
5611946;Central;Plano Piloto
7930976;Central;Plano Piloto
3273938;Central;Lago Sul
7181426;Central;Plano Piloto
4702352;Central;Plano Piloto
4408012;Central;Plano Piloto
5506719;Central;Plano Piloto
5424151;Central;Plano Piloto
2945606;Central;Plano Piloto
6399185;Central;Plano Piloto
4263154;Central;Lago Sul
4796454;Central;Plano Piloto
7114303;Central;Lago Sul
9793852;Central;Plano Piloto
671169;Central;Plano Piloto
3575748;Central;Plano Piloto
5512042;Central;Lago Sul
3355780;Central;Plano Piloto
4035577;Central;Plano Piloto
4248368;Central;Plano Piloto
3023591;Central;Plano Piloto
7345607;Central;Plano Piloto
3104893;Central;Plano Piloto
9049592;Central;Sudoeste/Octogonal
7033923;Central;Plano Piloto
6219187;Central;Plano Piloto
3966887;Central;Sudoeste/Octogonal
2866986;Central;Plano Piloto
4000285;Central;Plano Piloto
5849632;Central;Plano Piloto
9536361;Central;Plano Piloto
9869689;Central;Plano Piloto
3211568;Central;Plano Piloto
917796;Central;Plano Piloto
7339895;Central;Plano Piloto
4662458;Central;Plano Piloto
9377611;Central;Plano Piloto
4557948;Central;Plano Piloto
5457742;Central;Sudoeste/Octogonal
6673058;Central;Plano Piloto
3388034;Central;Plano Piloto
148431;Central;Plano Piloto
6308376;Central;Plano Piloto
3106934;Central;Plano Piloto
9130373;Central;Plano Piloto
9801138;Central;Plano Piloto
2940884;Central;Sudoeste/Octogonal
3098699;Central;Plano Piloto
5350131;Central;Plano Piloto
3879496;Central;Plano Piloto
5975468;Central;Plano Piloto
7907133;Central;Plano Piloto
6857582;Central;Plano Piloto
5499593;Central;Plano Piloto
3908704;Central;Plano Piloto
2643146;Central;Plano Piloto
7706340;Central;Plano Piloto
3421821;Central;Plano Piloto
2890828;Central;Plano Piloto
4710398;Central;Lago Sul
3253473;Central;Plano Piloto
253928;Central;Plano Piloto
5381037;Central;Sudoeste/Octogonal
4212886;Central;Plano Piloto
4213297;Central;Plano Piloto
3597040;Central;Lago Norte
987301;Central;Plano Piloto
7314655;Central;Plano Piloto
796913;Central;Plano Piloto
878138;Central;Plano Piloto
4584554;Central;Plano Piloto
9856951;Central;Plano Piloto
2973359;Central;Plano Piloto
3305686;Central;Plano Piloto
108618;Central;Plano Piloto
3104249;Central;Plano Piloto
4651715;Central;Plano Piloto
78913;Central;Sudoeste/Octogonal
797448;Central;Plano Piloto
2847981;Central;Plano Piloto
7980485;Central;Plano Piloto
9739386;Central;Lago Sul
4567323;Central;Plano Piloto
2871157;Central;Plano Piloto
9540628;Central;Plano Piloto
4515536;Central;Plano Piloto
3576124;Central;Plano Piloto
9787313;Central;Plano Piloto
6403735;Central;Plano Piloto
3104001;Central;Plano Piloto
7288107;Central;Plano Piloto
9755772;Central;Plano Piloto
4416392;Central;Plano Piloto
3493415;Central;Plano Piloto
4131509;Central;Lago Sul
9570713;Central;Plano Piloto
2798352;Central;Sudoeste/Octogonal
941522;Central;Plano Piloto
3514692;Central;Plano Piloto
7055056;Central;Plano Piloto
2843781;Central;Plano Piloto
9740732;Central;Plano Piloto
3548376;Central;Plano Piloto
1134027;Central;Plano Piloto
2977788;Central;Lago Norte
969877;Norte;Planaltina
7344538;Norte;Planaltina
6216013;Norte;Planaltina
11231;Norte;Sobradinho
9194118;Norte;Planaltina
3114236;Norte;Sobradinho
11223;Norte;Sobradinho
9505709;Norte;Planaltina
4237781;Norte;Planaltina
2804360;Norte;Fercal
5167817;Norte;Planaltina
9690719;Norte;Sobradinho
3027864;Norte;Planaltina
7990804;Norte;Sobradinho
9460365;Norte;Sobradinho
3144666;Norte;Planaltina
11576;Norte;Planaltina
4226542;Norte;Sobradinho
9566961;Norte;Planaltina
6666701;Norte;Planaltina
11606;Norte;Planaltina
9031340;Norte;Sobradinho
3031721;Norte;Sobradinho
3027856;Norte;Sobradinho
787035;Norte;Sobradinho
9276092;Norte;Sobradinho
11584;Norte;Planaltina
4382137;Norte;Planaltina
9818693;Norte;Sobradinho
6770665;Norte;Sobradinho II
3105989;Norte;Planaltina
3031497;Norte;Sobradinho
4215265;Norte;Sobradinho
658359;Norte;Planaltina
5328101;Norte;Planaltina
9263683;Norte;Sobradinho
4550005;Norte;Sobradinho
9565558;Norte;Sobradinho
6527280;Norte;Sobradinho
4523806;Norte;Planaltina
4539982;Norte;Planaltina
9648437;Norte;Planaltina
7464045;Norte;Sobradinho
4323025;Norte;Sobradinho
4140737;Norte;Sobradinho
7015755;Norte;Sobradinho II
5100216;Norte;Sobradinho
9346910;Norte;Planaltina
3027821;Norte;Sobradinho
4077709;Norte;Sobradinho
4549392;Norte;Planaltina
7111843;Norte;Sobradinho II
9230122;Norte;Sobradinho
9925953;Norte;Planaltina
9619399;Norte;Sobradinho
873055;Norte;Sobradinho
4120574;Norte;Planaltina
4369696;Norte;Planaltina
4558774;Norte;Planaltina
4708024;Norte;Sobradinho
9871756;Norte;Sobradinho
9264299;Norte;Sobradinho II
9969535;Norte;Planaltina
3697274;Norte;Planaltina
770035;Norte;Planaltina
8435;Norte;Planaltina
4193784;Norte;Sobradinho
4433718;Norte;Sobradinho
4329589;Norte;Sobradinho
9189297;Norte;Sobradinho
9394168;Norte;Sobradinho II
4185528;Norte;Sobradinho
886378;Norte;Planaltina
3032884;Norte;Sobradinho
4042972;Norte;Planaltina
4076001;Norte;Sobradinho
10685;Sudoeste;Samambaia
9561579;Sudoeste;Samambaia
653470;Sudoeste;Águas Claras
9622845;Sudoeste;Taguatinga
9543945;Sudoeste;Recanto das Emas
2828170;Sudoeste;Taguatinga
4433149;Sudoeste;Taguatinga
7654057;Sudoeste;Taguatinga
4091957;Sudoeste;Vicente Pires
2932032;Sudoeste;Águas Claras
3027988;Sudoeste;Taguatinga
4484061;Sudoeste;Águas Claras
9312013;Sudoeste;Águas Claras
3941973;Sudoeste;Taguatinga
4381890;Sudoeste;Taguatinga
940666;Sudoeste;Taguatinga
2921200;Sudoeste;Vicente Pires
9923934;Sudoeste;Águas Claras
4962230;Sudoeste;Taguatinga
9109633;Sudoeste;Taguatinga
9187804;Sudoeste;Taguatinga
3208478;Sudoeste;Taguatinga
4077407;Sudoeste;Águas Claras
9838627;Sudoeste;Samambaia
283444;Sudoeste;Taguatinga
5582318;Sudoeste;Taguatinga
4562453;Sudoeste;Águas Claras
4912993;Sudoeste;Águas Claras
4621786;Sudoeste;Águas Claras
9625631;Sudoeste;Taguatinga
3256790;Sudoeste;Águas Claras
7856822;Sudoeste;Águas Claras
4383338;Sudoeste;Águas Claras
4190947;Sudoeste;Águas Claras
668141;Sudoeste;Águas Claras
4154231;Sudoeste;Taguatinga
191566;Sudoeste;Águas Claras
4219929;Sudoeste;Taguatinga
3254305;Sudoeste;Águas Claras
4158121;Sudoeste;Águas Claras
9181032;Sudoeste;Recanto das Emas
4391136;Sudoeste;Taguatinga
2993570;Sudoeste;Águas Claras
721662;Sudoeste;Águas Claras
7756291;Sudoeste;Taguatinga
4128729;Sudoeste;Águas Claras
3097994;Sudoeste;Taguatinga
4059050;Sudoeste;Águas Claras
4497562;Sudoeste;Vicente Pires
6893120;Sudoeste;Taguatinga
6266517;Sudoeste;Taguatinga
9568247;Sudoeste;Águas Claras
3019616;Central;Plano Piloto
9983805;Central;Plano Piloto
10596;Central;Plano Piloto
7556012;Central;Plano Piloto
3029875;Central;Plano Piloto
4824407;Central;Sudoeste/Octogonal
5511968;Central;Plano Piloto
2866552;Central;Plano Piloto
3860841;Central;Plano Piloto
9371117;Central;Plano Piloto
6603866;Central;Lago Norte
7418949;Central;Plano Piloto
3027953;Central;Plano Piloto
4602269;Central;Plano Piloto
4017420;Central;Cruzeiro
9198725;Central;Plano Piloto
3035654;Central;Plano Piloto
485101;Central;Plano Piloto
6214304;Central;Plano Piloto
9865713;Central;Plano Piloto
3065839;Central;Plano Piloto
4517423;Central;Plano Piloto
9339809;Central;Plano Piloto
9843701;Central;Plano Piloto
104183;Central;Plano Piloto
3028321;Central;Plano Piloto
5687845;Central;Plano Piloto
5334233;Central;Plano Piloto
9330887;Central;Plano Piloto
5617073;Central;Plano Piloto
3216292;Central;Plano Piloto
3044203;Central;Plano Piloto
9163107;Central;Plano Piloto
3382486;Central;Plano Piloto
2919273;Central;Plano Piloto
3088405;Central;Plano Piloto
3743845;Central;Plano Piloto
651192;Central;Plano Piloto
9148981;Central;Plano Piloto
3908801;Central;Plano Piloto
7969384;Central;Plano Piloto
4910931;Central;Plano Piloto
9075577;Central;Plano Piloto
9977279;Central;Plano Piloto
9961178;Central;Plano Piloto
9178015;Central;Plano Piloto
9676198;Central;Sudoeste/Octogonal
4322975;Central;Lago Norte
6831265;Central;Plano Piloto
9854169;Central;Plano Piloto
4265408;Central;Plano Piloto
222526;Central;Plano Piloto
979376;Central;Plano Piloto
9149090;Central;Plano Piloto
3035662;Central;Plano Piloto
7862709;Central;Plano Piloto
3289036;Central;Plano Piloto
9921702;Central;Plano Piloto
925799;Central;Plano Piloto
4553411;Central;Plano Piloto
3252620;Central;Plano Piloto
4376889;Central;Plano Piloto
4512405;Central;Sudoeste/Octogonal
4864166;Central;Plano Piloto
5065968;Central;Plano Piloto
4325486;Central;Plano Piloto
4780604;Central;Plano Piloto
3101800;Central;Plano Piloto
943398;Central;Plano Piloto
3071359;Central;Lago Sul
4157583;Central;Plano Piloto
3546284;Central;Plano Piloto
3462528;Central;Plano Piloto
4870182;Central;Plano Piloto
9527656;Central;Plano Piloto
4638980;Central;Plano Piloto
4325214;Central;Plano Piloto
3021971;Central;Plano Piloto
7720424;Central;Plano Piloto
2841460;Central;Lago Norte
3211266;Central;Plano Piloto
7290772;Central;Plano Piloto
258369;Central;Lago Sul
4201132;Central;Plano Piloto
3364003;Central;Plano Piloto
6025153;Central;Plano Piloto
359297;Central;Plano Piloto
3661814;Central;Sudoeste/Octogonal
7359403;Central;Plano Piloto
934941;Central;Plano Piloto
4609840;Central;Plano Piloto
223786;Central;Plano Piloto
3879526;Central;Plano Piloto
5558557;Central;Plano Piloto
3494640;Central;Plano Piloto
9798854;Central;Plano Piloto
119601;Central;Plano Piloto
1136909;Central;Plano Piloto
3330664;Central;Plano Piloto
7817568;Central;Plano Piloto
4793986;Central;Plano Piloto
114359;Central;Plano Piloto
7434731;Central;Cruzeiro
686824;Central;Plano Piloto
4949331;Central;Sudoeste/Octogonal
3027783;Central;Cruzeiro
3575845;Central;Plano Piloto
4477359;Central;Plano Piloto
7155808;Central;Plano Piloto
9649522;Central;Plano Piloto
9678735;Central;Lago Sul
4540115;Central;Plano Piloto
792071;Central;Plano Piloto
869961;Central;Plano Piloto
3105083;Central;Plano Piloto
7991517;Central;Plano Piloto
7280904;Central;Plano Piloto
3078825;Central;Plano Piloto
2827824;Central;Plano Piloto
4270738;Central;Plano Piloto
4058151;Central;Lago Norte
6991378;Central;Plano Piloto
4323637;Central;Plano Piloto
9700005;Central;Lago Norte
7880510;Central;Plano Piloto
4391187;Central;Plano Piloto
9615873;Central;Plano Piloto
3401898;Central;Plano Piloto
3067831;Central;Plano Piloto
646210;Central;Plano Piloto
9873813;Central;Plano Piloto
9163395;Central;Sudoeste/Octogonal
11134;Sudoeste;Recanto das Emas
5049520;Sudoeste;Águas Claras
2804247;Sudoeste;Recanto das Emas
3037290;Sudoeste;Taguatinga
5796415;Sudoeste;Taguatinga
9570632;Sudoeste;Taguatinga
7962002;Sudoeste;Vicente Pires
4433416;Sudoeste;Vicente Pires
832731;Sudoeste;Águas Claras
7273177;Sudoeste;Taguatinga
9553819;Sudoeste;Águas Claras
4438914;Sudoeste;Taguatinga
9310282;Sudoeste;Águas Claras
9581421;Sudoeste;Samambaia
4537033;Sudoeste;Taguatinga
9098097;Sudoeste;Águas Claras
9176772;Sudoeste;Taguatinga
33359;Sudoeste;Águas Claras
6527345;Sudoeste;Águas Claras
9692541;Sudoeste;Águas Claras
4407741;Sudoeste;Águas Claras
2993511;Sudoeste;Águas Claras
4573498;Sudoeste;Águas Claras
4984536;Sudoeste;Águas Claras
9986634;Sudoeste;Taguatinga
9587896;Sudoeste;Águas Claras
119628;Sudoeste;Águas Claras
392588;Sudoeste;Águas Claras
682152;Sudoeste;Taguatinga
6940692;Sudoeste;Águas Claras
5488400;Sudoeste;Águas Claras
7771754;Sudoeste;Vicente Pires
4780485;Sudoeste;Recanto das Emas
2896583;Sudoeste;Taguatinga
4966902;Sudoeste;Taguatinga
9230785;Sudoeste;Águas Claras
9766944;Sudoeste;Taguatinga
895504;Sudoeste;Águas Claras
2992434;Sudoeste;Águas Claras
4522575;Sudoeste;Taguatinga
4969219;Sudoeste;Taguatinga
9895752;Sudoeste;Recanto das Emas
4650255;Sudoeste;Taguatinga
4199758;Sudoeste;Taguatinga
9847901;Sudoeste;Águas Claras
9533141;Sudoeste;Águas Claras
2866749;Sudoeste;Águas Claras
9176292;Sudoeste;Taguatinga
9983201;Sudoeste;Águas Claras
4134796;Sudoeste;Taguatinga
9693343;Sudoeste;Taguatinga
785997;Sudoeste;Águas Claras
4312449;Sudoeste;Águas Claras
9609547;Sudoeste;Taguatinga
939145;Sul;Gama
9826297;Sul;Gama
3144569;Sul;Santa Maria
3144593;Sul;Santa Maria
3144577;Sul;Gama
7559194;Sul;Santa Maria
4229312;Sul;Gama
7891520;Sul;Santa Maria
4433033;Sul;Gama
7274769;Sul;Gama
665339;Sul;Gama
4136896;Sul;Gama
9187839;Sul;Gama
4979656;Sul;Gama
200034;Sul;Gama
958158;Sul;Gama
9075747;Sul;Gama
3448622;Sul;Gama
4747003;Sul;Santa Maria
5290139;Sul;Gama
6771874;Sul;Gama
4412176;Sul;Santa Maria
878359;Sul;Gama
4584104;Sul;Gama
4660153;Sul;Gama
6734758;Sul;Gama
4318501;Sul;Santa Maria
4287762;Sul;Santa Maria
4852427;Sul;Gama
4712528;Sul;Gama
5437520;Sul;Gama
9883827;Sul;Gama
4607945;Sul;Gama
479128;Sul;Gama
2990164;Sul;Gama
4101855;Sul;Gama
4153006;Sul;Santa Maria
4339231;Sul;Santa Maria
4563921;Sul;Santa Maria
9886680;Sul;Gama
4140710;Sul;Gama
2869608;Sul;Santa Maria
3845257;Sul;Gama
4085272;Sul;Gama
5027438;Central;Plano Piloto
6362729;Central;Plano Piloto
7806434;Central;Plano Piloto
181552;Central;Plano Piloto
6748899;Central;Plano Piloto
9089780;Central;Plano Piloto
4558170;Central;Plano Piloto
5821819;Central;Plano Piloto
3306496;Central;Plano Piloto
4431618;Central;Lago Sul
7688121;Central;Lago Sul
7263422;Central;Plano Piloto
5315913;Central;Plano Piloto
784834;Central;Plano Piloto
3364178;Central;Plano Piloto
9765875;Central;Plano Piloto
9145567;Central;Plano Piloto
2999838;Central;Lago Sul
9707999;Central;Plano Piloto
9129650;Central;Plano Piloto
6600220;Central;Sudoeste/Octogonal
7779747;Central;Sudoeste/Octogonal
4396928;Central;Sudoeste/Octogonal
4572610;Central;Sudoeste/Octogonal
3548309;Central;Plano Piloto
3034712;Central;Plano Piloto
3252485;Central;Plano Piloto
3057690;Central;Lago Sul
4461223;Central;Plano Piloto
3232654;Central;Plano Piloto
3792072;Central;Plano Piloto
4061101;Central;Plano Piloto
4162757;Central;Plano Piloto
4689186;Central;Plano Piloto
4879805;Central;Plano Piloto
5403936;Central;Plano Piloto
5402921;Central;Plano Piloto
6461581;Central;Plano Piloto
3514757;Central;Plano Piloto
7372353;Central;Sudoeste/Octogonal
9297383;Central;Plano Piloto
6589154;Central;Sudoeste/Octogonal
310638;Central;Plano Piloto
6822053;Central;Plano Piloto
3123901;Central;Plano Piloto
897892;Central;Plano Piloto
9204628;Central;Plano Piloto
3289052;Central;Plano Piloto
9936793;Central;Plano Piloto
3431398;Central;Plano Piloto
4532732;Central;Sudoeste/Octogonal
3104885;Central;Plano Piloto
6715427;Central;Plano Piloto
4917375;Central;Plano Piloto
9330100;Central;Plano Piloto
6910742;Central;Plano Piloto
5128765;Central;Plano Piloto
7803923;Central;Plano Piloto
4020138;Central;Plano Piloto
749966;Central;Plano Piloto
1111469;Central;Lago Sul
9055339;Central;Plano Piloto
9451978;Central;Plano Piloto
7588305;Central;Plano Piloto
9834508;Central;Plano Piloto
3217086;Central;Plano Piloto
4688112;Central;Lago Sul
9578382;Central;Plano Piloto
4680200;Central;Plano Piloto
4623908;Central;Plano Piloto
5913233;Central;Plano Piloto
855278;Central;Plano Piloto
4180984;Central;Plano Piloto
3065073;Central;Plano Piloto
4376730;Central;Plano Piloto
7066074;Central;Plano Piloto
4926544;Central;Plano Piloto
6770282;Central;Plano Piloto
2990229;Central;Plano Piloto
4598490;Central;Plano Piloto
9887962;Central;Plano Piloto
967742;Central;Plano Piloto
9868356;Central;Plano Piloto
4168364;Central;Sudoeste/Octogonal
9733825;Central;Plano Piloto
4865014;Central;Plano Piloto
7997965;Central;Plano Piloto
947350;Central;Plano Piloto
6547184;Central;Plano Piloto
7026633;Central;Plano Piloto
9372091;Central;Plano Piloto
4373014;Central;Cruzeiro
4091833;Central;Sudoeste/Octogonal
9324453;Central;Plano Piloto
9928138;Central;Plano Piloto
9560823;Central;Plano Piloto
690015;Central;Lago Sul
9967478;Central;Plano Piloto
4385977;Central;Plano Piloto
3330834;Central;Plano Piloto
5026962;Central;Plano Piloto
41858;Central;Plano Piloto
7395612;Central;Plano Piloto
3086119;Central;Plano Piloto
7075979;Central;Plano Piloto
4043073;Central;Plano Piloto
3101797;Central;Plano Piloto
71498;Central;Plano Piloto
496863;Central;Plano Piloto
4520246;Central;Plano Piloto
4036069;Central;Plano Piloto
486698;Central;Plano Piloto
993484;Central;Plano Piloto
3341666;Central;Plano Piloto
4253221;Central;Plano Piloto
3305856;Central;Plano Piloto
3330540;Central;Plano Piloto
3034674;Central;Sudoeste/Octogonal
7094183;Central;Plano Piloto
7046650;Central;Plano Piloto
9283862;Central;Plano Piloto
4636872;Central;Plano Piloto
772909;Central;Plano Piloto
3239063;Central;Plano Piloto
4206738;Central;Plano Piloto
7547625;Central;Plano Piloto
9967567;Central;Plano Piloto
4586255;Central;Plano Piloto
4323912;Central;Plano Piloto
10529;Norte;Planaltina
5554349;Norte;Sobradinho II
7928262;Norte;Sobradinho
4427521;Norte;Planaltina
9335064;Norte;Planaltina
2804174;Norte;Planaltina
4708466;Norte;Sobradinho
6012280;Norte;Planaltina
11592;Norte;Planaltina
70769;Norte;Planaltina
2804387;Norte;Sobradinho II
3105946;Norte;Planaltina
3101193;Norte;Sobradinho
4433947;Norte;Planaltina
5405025;Norte;Sobradinho
6792677;Norte;Planaltina
2968444;Norte;Planaltina
5464668;Norte;Planaltina
6314120;Norte;Sobradinho
4108388;Norte;Sobradinho
9951954;Norte;Planaltina
838438;Norte;Planaltina
3070506;Norte;Sobradinho
9428208;Norte;Sobradinho
9583831;Norte;Planaltina
3031535;Norte;Sobradinho
9355618;Norte;Sobradinho
9220445;Norte;Sobradinho
9771034;Norte;Planaltina
4779371;Norte;Planaltina
4294491;Norte;Sobradinho
4108817;Norte;Planaltina
5349826;Norte;Sobradinho
9462775;Norte;Sobradinho
4689283;Norte;Sobradinho
3669742;Norte;Sobradinho
637017;Norte;Sobradinho
7366442;Norte;Planaltina
9471324;Norte;Planaltina
9969977;Norte;Planaltina
4831241;Norte;Planaltina
940933;Norte;Sobradinho
3031632;Norte;Sobradinho
4407911;Norte;Planaltina
4969030;Norte;Sobradinho
4586700;Norte;Sobradinho
4800125;Norte;Sobradinho
5175992;Norte;Sobradinho
9264450;Norte;Sobradinho
4565800;Norte;Sobradinho II
4528670;Norte;Planaltina
901733;Norte;Planaltina
4042271;Norte;Sobradinho II
4278437;Norte;Sobradinho
4586336;Norte;Sobradinho
4410238;Norte;Planaltina
4707621;Norte;Sobradinho
9529705;Norte;Planaltina
3662101;Norte;Sobradinho
985791;Norte;Sobradinho
3032914;Norte;Sobradinho
4051785;Norte;Sobradinho
4083881;Norte;Sobradinho
10588;Sudoeste;Vicente Pires
7170939;Sudoeste;Recanto das Emas
3109941;Sudoeste;Taguatinga
4478738;Sudoeste;Recanto das Emas
392677;Sudoeste;Samambaia
9620109;Sudoeste;Vicente Pires
7492529;Sudoeste;Taguatinga
9758429;Sudoeste;Taguatinga
9038914;Sudoeste;Águas Claras
4957261;Sudoeste;Taguatinga
5923867;Sudoeste;Samambaia
9798145;Sudoeste;Recanto das Emas
9974202;Sudoeste;Águas Claras
4945409;Sudoeste;Águas Claras
826596;Sudoeste;Taguatinga
2977699;Sudoeste;Taguatinga
9744975;Sudoeste;Águas Claras
2856662;Sudoeste;Taguatinga
4938739;Sudoeste;Águas Claras
7029187;Sudoeste;Taguatinga
4547918;Sudoeste;Águas Claras
9319573;Sudoeste;Taguatinga
5453771;Sudoeste;Águas Claras
74829;Sudoeste;Águas Claras
45659;Sudoeste;Samambaia
9689818;Sudoeste;Águas Claras
9260242;Sudoeste;Recanto das Emas
4954068;Sudoeste;Águas Claras
265403;Sudoeste;Águas Claras
414727;Sudoeste;Taguatinga
9608370;Sudoeste;Taguatinga
4663535;Sudoeste;Taguatinga
4327861;Sudoeste;Vicente Pires
4339134;Sudoeste;Samambaia
9058249;Sudoeste;Águas Claras
4665929;Sudoeste;Taguatinga
7826516;Sudoeste;Águas Claras
9217894;Sudoeste;Águas Claras
9945237;Sudoeste;Águas Claras
4639073;Sudoeste;Taguatinga
9774912;Sudoeste;Águas Claras
839345;Sudoeste;Águas Claras
6559662;Sudoeste;Samambaia
9784802;Sudoeste;Águas Claras
3264076;Sudoeste;Taguatinga
4290488;Sudoeste;Taguatinga
9608567;Sudoeste;Águas Claras
4512170;Sudoeste;Taguatinga
4608593;Sudoeste;Águas Claras
